Date,ABB.ST,ASSA-B.ST,ATCO-A.ST,ERIC-B.ST,HEXA-B.ST,INVE-B.ST,SAND.ST,SEB-A.ST,SHB-A.ST,VOLV-B.ST
2020-05-15,163.99501037597656,158.8697052001953,76.73677062988281,67.17120361328125,64.54844665527344,102.36315155029297,117.08546447753906,48.00255584716797,46.35749053955078,77.97871398925781
2020-05-18,173.55821228027344,166.4046630859375,81.99583435058594,68.85743713378906,67.21785736083984,107.04949951171875,124.82732391357422,50.644649505615234,48.399417877197266,82.29088592529297
2020-05-19,172.8480682373047,165.22450256347656,81.6985855102539,68.6609878540039,66.86288452148438,107.67433166503906,124.1197509765625,50.8333740234375,47.659908294677734,83.23826599121094
2020-05-20,172.5166778564453,166.8131866455078,82.27023315429688,67.79330444335938,66.90547943115234,107.27265930175781,122.4964370727539,50.15936279296875,47.38397216796875,83.07492065429688
2020-05-22,172.04324340820312,167.04014587402344,81.33273315429688,69.77423095703125,68.08399200439453,106.87096405029297,118.41740417480469,50.253726959228516,47.93584442138672,81.99687957763672
2020-05-25,175.9253692626953,173.62191772460938,83.11624145507812,71.24764251708984,69.75946807861328,109.88361358642578,123.49539947509766,51.049049377441406,47.96895980834961,84.93701171875
2020-05-26,178.907958984375,173.3949432373047,83.36776733398438,69.93794250488281,70.25643920898438,110.48614501953125,126.61712646484375,53.11149978637695,48.399417877197266,88.04046630859375
2020-05-27,178.29246520996094,173.48570251464844,83.59642791748047,68.85743713378906,71.07997131347656,109.25877380371094,131.7367401123047,54.70215606689453,50.80559539794922,89.41253662109375
2020-05-28,180.47024536132812,179.43197631835938,87.39212036132812,70.34723663330078,73.23821258544922,111.80279541015625,132.3194580078125,56.15799331665039,50.47446823120117,89.51053619384766
2020-05-29,175.9253692626953,173.12257385253906,84.41958618164062,70.10165405273438,73.43699645996094,111.80279541015625,129.7804718017578,55.07958984375,49.19412612915039,87.0604248046875
2020-06-01,177.91375732421875,174.07579040527344,85.7686538696289,70.77288055419922,73.57898712158203,111.7581558227539,130.5712890625,56.48152542114258,49.51420974731445,90.39258575439453
2020-06-02,180.517578125,172.668701171875,84.67109680175781,71.57506561279297,74.54452514648438,112.78468322753906,133.02703857421875,57.99129104614258,50.662109375,92.94068908691406
2020-06-03,188.75521850585938,177.25318908691406,86.54607391357422,74.42367553710938,76.73115539550781,115.95355987548828,141.6013946533203,58.54397964477539,51.67755889892578,96.1748275756836
2020-06-04,186.95619201660156,178.9326934814453,86.02017974853516,72.884765625,76.56076049804688,115.15018463134766,141.7262420654297,57.96432876586914,51.32435989379883,96.50149536132812
2020-06-05,189.74940490722656,184.92433166503906,88.32958984375,72.36090087890625,78.06586456298828,117.69419860839844,146.38803100585938,58.840538024902344,51.63340759277344,99.96430969238281
2020-06-08,191.3590545654297,182.92710876464844,86.5232162475586,70.90385437011719,76.39037322998047,116.17670440673828,145.18096923828125,58.678775787353516,53.57600784301758,99.57231140136719
2020-06-09,189.3706817626953,181.29302978515625,86.45462036132812,69.80697631835938,77.15711975097656,115.2840576171875,143.51605224609375,57.896934509277344,52.20735168457031,97.90623474121094
2020-06-10,190.9803466796875,180.97528076171875,86.79759979248047,70.88748168945312,76.58915710449219,114.70386505126953,140.68568420410156,56.73764419555664,53.30006790161133,95.35811614990234
2020-06-11,183.59486389160156,169.40049743652344,84.46532440185547,67.94065856933594,72.8690414428711,108.09833526611328,130.15505981445312,53.1249885559082,49.326568603515625,88.98783874511719
2020-06-12,183.92626953125,170.21755981445312,84.9683609008789,68.43179321289062,72.52825927734375,107.78592681884766,129.6139678955078,52.76101303100586,49.18308639526367,89.37987518310547
2020-06-15,185.53590393066406,172.0785675048828,85.79153442382812,68.5136489868164,72.52825927734375,110.1067886352539,127.4912109375,52.76101303100586,49.260345458984375,89.18385314941406
2020-06-16,190.03347778320312,179.97666931152344,88.39820098876953,70.54367065429688,75.85082244873047,114.30217742919922,131.5702667236328,53.98771286010742,51.02634048461914,94.96611022949219
2020-06-17,190.88565063476562,180.15823364257812,91.02771759033203,70.93659210205078,76.78794860839844,114.83775329589844,131.6118927001953,53.98771286010742,50.77248001098633,96.40349578857422
2020-06-18,190.9803466796875,175.16517639160156,90.09024047851562,70.46183776855469,77.24231719970703,114.38349914550781,133.56814575195312,53.286739349365234,50.628990173339844,96.24015808105469
2020-06-22,194.1996307373047,174.12124633789062,89.86158752441406,70.46183776855469,75.87921905517578,111.56706237792969,131.07077026367188,53.448509216308594,50.02193069458008,97.54688262939453
2020-06-23,195.5252227783203,180.02207946777344,92.01094055175781,70.36360168457031,77.12872314453125,112.24844360351562,136.10714721679688,54.56735610961914,50.662109375,97.4488754272461
2020-06-24,193.91555786132812,175.57373046875,89.70150756835938,68.92292785644531,75.25446319580078,109.54559326171875,134.56710815429688,53.2597770690918,49.22723388671875,93.85539245605469
2020-06-25,194.578369140625,171.89700317382812,89.77012634277344,69.64327239990234,75.765625,110.63581848144531,139.02076721191406,55.71316909790039,49.98882293701172,93.85539245605469
2020-06-26,195.0518035888672,172.21475219726562,90.15884399414062,70.80561065673828,77.15711975097656,110.90839385986328,141.22677612304688,53.6911506652832,49.28242492675781,94.34540557861328
2020-06-29,196.94549560546875,173.80345153808594,90.43321990966797,70.42908477783203,77.3275146484375,112.15760803222656,143.59930419921875,54.863914489746094,50.220611572265625,96.40349578857422
2020-06-30,197.89234924316406,171.98777770996094,90.22743225097656,70.52732849121094,77.24231719970703,111.68061828613281,144.9312286376953,54.39211654663086,48.80780792236328,95.32545471191406
2020-07-01,203.28941345214844,172.8502197265625,90.36461639404297,70.3963394165039,77.66828155517578,111.95319366455078,146.09666442871094,54.78302764892578,48.86299514770508,96.14215850830078
2020-07-02,208.40243530273438,176.75390625,91.8280258178711,71.39498901367188,78.20783996582031,114.11093139648438,148.09457397460938,56.508487701416016,49.76806640625,97.22019958496094
2020-07-03,208.11837768554688,175.66452026367188,91.43930053710938,71.34587860107422,78.1226577758789,113.06612396240234,146.7626495361328,55.659236907958984,49.326568603515625,97.22019958496094
